L -297, 41, 0,  -309, 29, 0,  0, 0, 0
L -309, 29, 0,  -311, -28, 0,  0, 0, 0
L -311, -28, 0,  -313, -30, 0,  0, 0, 0
L -313, -30, 0,  -544, -40, 0,  0, 0, 0
L -544, -40, 0,  -560, -53, 0,  0, 0, 0
L -560, -53, 0,  -671, -54, 0,  0, 0, 0
L -671, -54, 0,  -674, -67, 0,  0, 0, 0
L -674, -67, 0,  -684, -68, 0,  0, 0, 0
L -684, -68, 0,  -688, -125, 0,  0, 0, 0
L -688, -125, 0,  -674, -141, 0,  0, 0, 0
L -674, -141, 0,  -622, -142, 0,  0, 0, 0
L -622, -142, 0,  -622, -142, 0,  0, 0, 0
L -622, -142, 0,  -617, -152, 0,  0, 0, 0
L -617, -152, 0,  -613, -143, 0,  0, 0, 0
L -613, -143, 0,  -546, -142, 0,  0, 0, 0
L -546, -142, 0,  -513, -148, 0,  0, 0, 0
L -513, -148, 0,  -506, -161, 0,  0, 0, 0
L -506, -161, 0,  -500, -187, 0,  0, 0, 0
L -500, -187, 0,  -503, -249, 0,  0, 0, 0
L -503, -249, 0,  -499, -281, 0,  0, 0, 0
L -499, -281, 0,  -504, -319, 0,  0, 0, 0
L -504, -319, 0,  -481, -358, 0,  0, 0, 0
L -481, -358, 0,  -488, -413, 0,  0, 0, 0
L -488, -413, 0,  -495, -436, 0,  0, 0, 0
L -495, -436, 0,  -513, -446, 0,  0, 0, 0
L -513, -446, 0,  -553, -472, 0,  0, 0, 0
L -553, -472, 0,  -581, -485, 0,  0, 0, 0
L -581, -485, 0,  -611, -488, 0,  0, 0, 0
L -611, -488, 0,  -624, -473, 0,  0, 0, 0
L -624, -473, 0,  -646, -446, 0,  0, 0, 0
L -646, -446, 0,  -784, -452, 0,  0, 0, 0
L -784, -452, 0,  -826, -474, 0,  0, 0, 0
L -826, -474, 0,  -873, -516, 0,  0, 0, 0
L -873, -516, 0,  -919, -516, 0,  0, 0, 0
L -919, -516, 0,  -959, -530, 0,  0, 0, 0
L -959, -530, 0,  -942, -556, 0,  0, 0, 0
