L 2575, -418, 0,  2568, -418, 0,  0, 0, 0
L 2568, -418, 0,  2557, -430, 0,  0, 0, 0
L 2557, -430, 0,  2556, -490, 0,  0, 0, 0
L 2556, -490, 0,  2545, -502, 0,  0, 0, 0
L 2545, -502, 0,  2496, -501, 0,  0, 0, 0
L 2496, -501, 0,  2475, -512, 0,  0, 0, 0
L 2475, -512, 0,  2431, -511, 0,  0, 0, 0
L 2431, -511, 0,  2440, -1167, 0,  0, 0, 0
L 2440, -1167, 0,  1898, -1158, 0,  0, 0, 0
L 1898, -1158, 0,  1510, -1152, 0,  0, 0, 0
L 1510, -1152, 0,  664, -1134, 0,  0, 0, 0
L 664, -1134, 0,  48, -1129, 0,  0, 0, 0
L 48, -1129, 0,  48, -648, 0,  0, 0, 0
L 48, -648, 0,  98, -650, 0,  0, 0, 0
L 98, -650, 0,  100, -633, 0,  0, 0, 0
L 100, -633, 0,  110, -632, 0,  0, 0, 0
L 110, -632, 0,  110, -584, 0,  0, 0, 0
L 110, -584, 0,  48, -594, 0,  0, 0, 0
L 48, -594, 0,  48, -139, 0,  0, 0, 0
L 48, -139, 0,  102, -139, 0,  0, 0, 0
L 102, -139, 0,  100, -86, 0,  0, 0, 0
L 100, -86, 0,  48, -85, 0,  0, 0, 0
L 48, -85, 0,  48, 90, 0,  0, 0, 0
L 48, 90, 0,  26, 91, 0,  0, 0, 0
L 26, 91, 0,  26, -1129, 0,  0, 0, 0
L 26, -1129, 0,  -1248, -1167, 0,  0, 0, 0
L -1248, -1167, 0,  -1252, -831, 0,  0, 0, 0
L -1252, -831, 0,  -1254, -645, 0,  0, 0, 0
L -1254, -645, 0,  -1256, -455, 0,  0, 0, 0
L -1256, -455, 0,  -1258, -271, 0,  0, 0, 0
L -1258, -271, 0,  -1261, -86, 0,  0, 0, 0
L -1261, -86, 0,  -1263, 142, 0,  0, 0, 0
L -1263, 142, 0,  -1267, 457, 0,  0, 0, 0
L -1267, 457, 0,  -1269, 775, 0,  0, 0, 0
L -1269, 775, 0,  -1332, 778, 0,  0, 0, 0
L -1332, 778, 0,  -1416, 789, 0,  0, 0, 0
L -1416, 789, 0,  -1442, 815, 0,  0, 0, 0
L -1417, 827, 0,  -1417, 814, 0,  0, 0, 0
L -1417, 814, 0,  -1329, 820, 0,  0, 0, 0
L -1329, 820, 0,  -1207, 824, 0,  0, 0, 0
L -1207, 824, 0,  -1258, 968, 0,  0, 0, 0
L -1258, 968, 0,  -1239, 1150, 0,  0, 0, 0
L -1239, 1150, 0,  -946, 1149, 0,  0, 0, 0
L -946, 1149, 0,  -558, 1146, 0,  0, 0, 0
L -558, 1146, 0,  -312, 1145, 0,  0, 0, 0
L -312, 1145, 0,  56, 1143, 0,  0, 0, 0
L 56, 1143, 0,  455, 1141, 0,  0, 0, 0
