L 1180, 1728, -19,  1180, 1728, -21,  0, 0, 0
L 1180, 1728, -21,  1234, 1720, 49,  0, 0, 0
L 1234, 1720, 49,  1248, 1710, 20,  0, 0, 0
L 1248, 1710, 20,  1303, 1657, 146,  0, 0, 0
L 1303, 1657, 146,  1295, 1609, 159,  0, 0, 0
L 1295, 1609, 159,  1293, 1594, 228,  0, 0, 0
L 1293, 1594, 228,  1253, 1546, 348,  0, 0, 0
L 1221, 1576, 380,  1221, 1576, 377,  0, 0, 0
L 1221, 1576, 377,  1241, 1618, 373,  0, 0, 0
L 1241, 1618, 373,  1245, 1642, 370,  0, 0, 0
L 1245, 1642, 370,  1244, 1642, 370,  0, 0, 0
L 1244, 1642, 370,  1197, 1664, 340,  0, 0, 0
L 1197, 1664, 340,  1158, 1670, 311,  0, 0, 0
L 1725, 1669, 1771,  1725, 1669, 1771,  0, 0, 0
L 1725, 1669, 1771,  1768, 1575, 2034,  0, 0, 0
L 1768, 1575, 2034,  1733, 887, 2350,  0, 0, 0
L 1733, 887, 2350,  1612, 522, 1999,  0, 0, 0
L 1612, 522, 1999,  1590, 301, 1987,  0, 0, 0
L 1590, 301, 1987,  1735, 173, 2132,  0, 0, 0
L 1735, 173, 2132,  1794, 74, 2523,  0, 0, 0
L 1794, 74, 2523,  1816, -152, 2922,  0, 0, 0
L 1816, -152, 2922,  1804, -275, 3259,  0, 0, 0
L 1804, -275, 3259,  1755, -431, 3182,  0, 0, 0
L 1755, -431, 3182,  1678, -603, 3024,  0, 0, 0
L 1678, -603, 3024,  1546, -736, 3152,  0, 0, 0
L 1546, -736, 3152,  1582, -856, 3225,  0, 0, 0
L 1582, -856, 3225,  1630, -1030, 3062,  0, 0, 0
L 1630, -1030, 3062,  1672, -1104, 2975,  0, 0, 0
L 1672, -1104, 2975,  1757, -1402, 2786,  0, 0, 0
L 1757, -1402, 2786,  1724, -1540, 2692,  0, 0, 0
L 1724, -1540, 2692,  1608, -1643, 2568,  0, 0, 0
L 1608, -1643, 2568,  1531, -1689, 2501,  0, 0, 0
L 1531, -1689, 2501,  1379, -1757, 2384,  0, 0, 0
L 1379, -1757, 2384,  1191, -1831, 2291,  0, 0, 0
L 1191, -1831, 2291,  1094, -1844, 2258,  0, 0, 0
L 1094, -1844, 2258,  952, -1763, 2057,  0, 0, 0
L 952, -1763, 2057,  740, -1712, 2413,  0, 0, 0
L 740, -1712, 2413,  521, -1703, 2084,  0, 0, 0
L 521, -1703, 2084,  186, -1765, 1611,  0, 0, 0
L 186, -1765, 1611,  1, -1745, 950,  0, 0, 0
L 1, -1745, 950,  -171, -1731, 1185,  0, 0, 0
L -171, -1731, 1185,  -453, -1756, 1666,  0, 0, 0
