L 105, -2068, 868,  105, -2068, 867,  0, 0, 0
L 105, -2068, 867,  164, -2068, 868,  0, 0, 0
L 164, -2068, 868,  165, -2061, 868,  0, 0, 0
L 165, -2061, 868,  154, -2052, 865,  0, 0, 0
L 154, -2052, 865,  132, -2034, 1069,  0, 0, 0
L 132, -2034, 1069,  125, -1995, 1067,  0, 0, 0
L 125, -1995, 1067,  125, -1797, 1065,  0, 0, 0
L 125, -1797, 1065,  132, -1770, 1065,  0, 0, 0
L 132, -1770, 1065,  152, -1750, 1067,  0, 0, 0
L 152, -1750, 1067,  172, -1745, 1046,  0, 0, 0
L 172, -1745, 1046,  171, -1732, 1047,  0, 0, 0
L 171, -1732, 1047,  143, -1739, 1046,  0, 0, 0
L 143, -1739, 1046,  116, -1766, 1099,  0, 0, 0
L 252, -2068, 865,  252, -2068, 867,  0, 0, 0
L 252, -2068, 867,  192, -2067, 868,  0, 0, 0
L 192, -2067, 868,  192, -2061, 865,  0, 0, 0
L 192, -2061, 865,  203, -2052, 865,  0, 0, 0
L 203, -2052, 865,  225, -2034, 1065,  0, 0, 0
L 225, -2034, 1065,  232, -1995, 1065,  0, 0, 0
L 232, -1995, 1065,  232, -1797, 1065,  0, 0, 0
L 232, -1797, 1065,  225, -1770, 1065,  0, 0, 0
L 225, -1770, 1065,  205, -1750, 1069,  0, 0, 0
L 205, -1750, 1069,  184, -1744, 1048,  0, 0, 0
L 184, -1744, 1048,  185, -1732, 1048,  0, 0, 0
L 185, -1732, 1048,  214, -1739, 1047,  0, 0, 0
L 214, -1739, 1047,  240, -1765, 1067,  0, 0, 0
L 24, -1850, 1935,  24, -1850, 1937,  0, 0, 0
L 24, -1850, 1937,  -1587, -1787, 2254,  0, 0, 0
L -1587, -1787, 2254,  -1751, -1624, 2175,  0, 0, 0
L -1751, -1624, 2175,  -1780, -1511, 1854,  0, 0, 0
L -1780, -1511, 1854,  -1904, -359, 1967,  0, 0, 0
L -1904, -359, 1967,  -1966, -268, 1587,  0, 0, 0
L -1966, -268, 1585,  -1966, -268, 1585,  0, 0, 0
L -1966, -268, 1585,  -1967, -199, 1251,  0, 0, 0
L -1967, -199, 1251,  -1948, -193, 1250,  0, 0, 0
L -1948, -193, 1250,  -1928, -173, 1142,  0, 0, 0
L -1928, -173, 1142,  -1920, -145, 1048,  0, 0, 0
L -1920, -145, 1048,  -1930, -115, 969,  0, 0, 0
L -1930, -115, 969,  -1949, -96, 941,  0, 0, 0
L -1949, -96, 941,  -1975, -89, 928,  0, 0, 0
L -1975, -89, 928,  -1976, -25, 887,  0, 0, 0
L -1976, -25, 887,  -2047, -25, 931,  0, 0, 0
L -2047, -25, 931,  -2048, -99, 931,  0, 0, 0
L -2048, 95, 933,  -2048, 95, 933,  0, 0, 0
L -2048, 95, 933,  -2047, 21, 931,  0, 0, 0
L -2047, 21, 931,  -1975, 21, 886,  0, 0, 0
L -1975, 21, 886,  -1975, 58, 883,  0, 0, 0
L -1975, 58, 883,  -1949, 65, 880,  0, 0, 0
L -1949, 65, 880,  -1928, 86, 892,  0, 0, 0
L -1928, 86, 892,  -1920, 114, 913,  0, 0, 0
L -1920, 114, 913,  -1928, 142, 949,  0, 0, 0
L -1928, 142, 949,  -1948, 162, 975,  0, 0, 0
L -1948, 162, 975,  -1972, 169, 974,  0, 0, 0
L -1972, 169, 974,  -1974, 225, 1136,  0, 0, 0
L -1974, 225, 1136,  -1883, 509, 2623,  0, 0, 0
L -1883, 509, 2623,  -1769, 1273, 3635,  0, 0, 0
L -1769, 1273, 3635,  -1661, 1413, 3599,  0, 0, 0
L -1661, 1413, 3599,  -1503, 1532, 3705,  0, 0, 0
L -1503, 1532, 3705,  -1375, 1591, 3734,  0, 0, 0
L -1375, 1591, 3734,  -1216, 1658, 3544,  0, 0, 0
L -1216, 1658, 3544,  -1044, 1764, 3235,  0, 0, 0
L -1044, 1764, 3235,  11, 1843, 1873,  0, 0, 0
L 11, 1843, 1873,  839, 1821, 1843,  0, 0, 0
L 839, 1821, 1842,  839, 1821, 1842,  0, 0, 0
L 839, 1821, 1842,  839, 1781, 1469,  0, 0, 0
L 839, 1781, 1469,  832, 1781, 1402,  0, 0, 0
L 832, 1781, 1402,  832, 1756, 1063,  0, 0, 0
L 832, 1756, 1063,  847, 1756, 1025,  0, 0, 0
L 847, 1756, 1025,  847, 1891, 1025,  0, 0, 0
L 847, 1891, 1025,  872, 1891, 1028,  0, 0, 0
L 886, 1892, 1028,  886, 1892, 1028,  0, 0, 0
L 886, 1892, 1028,  909, 1891, 1026,  0, 0, 0
L 909, 1891, 1026,  909, 1756, 1027,  0, 0, 0
L 909, 1756, 1028,  909, 1756, 1027,  0, 0, 0
L 909, 1756, 1027,  925, 1756, 1027,  0, 0, 0
L 925, 1756, 1027,  925, 1781, 1243,  0, 0, 0
L 925, 1781, 1243,  918, 1781, 1247,  0, 0, 0
L 918, 1781, 1247,  918, 1819, 1751,  0, 0, 0
L 918, 1819, 1751,  1178, 1810, 1579,  0, 0, 0
L 1178, 1810, 1579,  1554, 1709, 2024,  0, 0, 0
L 1554, 1709, 2024,  1670, 1508, 2032,  0, 0, 0
L 1670, 1508, 2032,  1720, 1371, 2727,  0, 0, 0
L 1720, 1371, 2727,  1804, 910, 2281,  0, 0, 0
L 1804, 910, 2281,  1774, 814, 1795,  0, 0, 0
L 1774, 814, 1795,  1749, 814, 1448,  0, 0, 0
L 1749, 814, 1448,  1743, 822, 1396,  0, 0, 0
L 1743, 822, 1396,  1736, 823, 1308,  0, 0, 0
L 1736, 823, 1308,  1730, 820, 1265,  0, 0, 0
L 1730, 820, 1265,  1727, 814, 1229,  0, 0, 0
L 1727, 814, 1229,  1728, 807, 1238,  0, 0, 0
L 1728, 807, 1238,  1731, 803, 1265,  0, 0, 0
L 1731, 803, 1265,  1736, 801, 1303,  0, 0, 0
L 1736, 801, 1303,  1737, 796, 1304,  0, 0, 0
L 1737, 796, 1304,  1855, 796, 1318,  0, 0, 0
L 1856, 764, 1319,  1856, 764, 1319,  0, 0, 0
